suj,rt,acc,congr,soa,tloc,cloc
10,NaN,1,NaN,NaN,NaN,1
10,687.16,1,1,-150,2,2
10,711.43,1,1,450,1,1
10,729.49,1,NaN,NaN,2,NaN
10,NaN,0,0,-600,2,1
10,478.79,1,1,-150,1,1
10,720.22,1,0,-600,1,2
10,NaN,0,0,150,2,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,0,-600,1,2
10,660.36,1,0,450,1,2
10,NaN,0,NaN,NaN,1,NaN
10,NaN,0,0,450,2,1
10,NaN,0,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,1,-600,1,1
10,NaN,0,0,-150,1,2
10,742.43,1,0,-600,2,1
10,NaN,0,1,450,2,2
10,NaN,0,1,-150,2,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,150,2,1
10,NaN,0,1,150,2,2
10,582.36,1,1,-150,2,2
10,NaN,0,1,450,1,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,0,0,-600,1,2
10,560,1,0,150,1,2
10,1004.7,1,0,-600,2,1
10,NaN,0,NaN,NaN,2,NaN
10,526.28,1,1,450,1,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,2
10,579.22,1,NaN,NaN,2,NaN
10,448.75,1,0,-150,1,2
10,578.38,1,1,450,2,2
10,NaN,1,NaN,NaN,NaN,2
10,577.09,1,1,-150,1,1
10,606.66,1,0,-150,2,1
10,NaN,0,1,-600,1,1
10,NaN,1,NaN,NaN,NaN,1
10,520.76,1,0,-150,1,2
10,NaN,1,NaN,NaN,NaN,2
10,595.56,1,0,-150,2,1
10,736.8,1,1,450,2,2
10,NaN,0,1,150,1,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,2
10,531.21,1,1,-600,1,1
10,NaN,1,NaN,NaN,NaN,1
10,560.02,1,0,450,2,1
10,560.18,1,0,-600,2,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,NaN
10,722.73,1,0,150,2,1
10,693.41,1,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,1
10,870.83,1,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,NaN,NaN,1,NaN
10,587.12,1,1,-150,2,2
10,695.42,1,1,-150,1,1
10,651.34,1,0,150,1,2
10,NaN,1,NaN,NaN,NaN,1
10,568.14,1,1,-600,2,2
10,NaN,0,NaN,NaN,1,NaN
10,656.24,1,1,150,2,2
10,661.21,1,0,450,2,1
10,537.19,1,1,-600,2,2
10,NaN,1,NaN,NaN,NaN,1
10,558.53,1,0,150,2,1
10,NaN,0,0,450,1,2
10,NaN,0,1,150,1,1
10,NaN,1,NaN,NaN,NaN,NaN
10,572.21,1,NaN,NaN,2,NaN
10,775.68,1,0,-600,1,2
10,NaN,0,0,450,1,2
10,NaN,1,NaN,NaN,NaN,1
10,526.51,1,1,-600,2,2
10,540.7,1,0,-600,2,1
10,574.91,1,1,-150,2,2
10,NaN,1,NaN,NaN,NaN,2
10,570.13,1,0,-150,2,1
10,692.91,1,0,450,1,2
10,537.92,1,1,-150,2,2
10,NaN,0,1,150,1,1
10,NaN,0,1,150,1,1
10,696.07,1,1,-150,1,1
10,NaN,1,NaN,NaN,NaN,2
10,627.5,1,0,150,2,1
10,NaN,0,1,450,1,1
10,596.22,1,0,-150,1,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,1
10,508.72,1,0,-600,2,1
10,NaN,0,0,450,1,2
10,514.87,1,NaN,NaN,2,NaN
10,550.69,1,NaN,NaN,1,NaN
10,NaN,0,0,150,2,1
10,541.03,1,NaN,NaN,2,NaN
10,905.22,1,0,150,1,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,NaN,NaN,1,NaN
10,703.99,1,0,450,2,1
10,562.13,1,NaN,NaN,1,NaN
10,560.87,1,0,-150,1,2
10,664.88,1,1,150,2,2
10,NaN,1,NaN,NaN,NaN,2
10,649.98,1,1,450,2,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,624.89,1,1,150,2,2
10,624.89,1,1,-150,1,1
10,698.17,1,1,450,1,1
10,612.19,1,0,450,2,1
10,NaN,0,1,-600,1,1
10,583.21,1,0,150,1,2
10,572.47,1,0,-600,1,2
10,NaN,0,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,0,1,-600,1,1
10,NaN,0,1,-600,2,2
10,NaN,0,0,-600,1,2
10,NaN,0,1,450,2,2
10,NaN,1,NaN,NaN,NaN,2
10,575.13,1,NaN,NaN,2,NaN
10,415.62,1,NaN,NaN,2,NaN
10,481.65,1,0,-150,2,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,1
10,581.8,1,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,NaN
10,582.86,1,0,450,2,1
10,494.58,1,1,-150,2,2
10,512.15,1,0,-600,2,1
10,561.03,1,1,150,2,2
10,NaN,1,NaN,NaN,NaN,2
10,622.87,1,1,450,1,1
10,NaN,0,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,2
10,578.77,1,1,450,2,2
10,NaN,1,NaN,NaN,NaN,1
10,1290,1,0,150,1,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,1,-150,1,1
10,NaN,0,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,1
10,450.16,1,1,450,2,2
10,NaN,0,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,1,150,1,1
10,NaN,0,1,-600,1,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,2
10,653.52,1,1,-150,1,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,1
10,493.51,1,1,-600,2,2
10,NaN,0,0,150,1,2
10,549.09,1,NaN,NaN,2,NaN
10,NaN,0,0,450,1,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,1,150,1,1
10,558.87,1,1,-600,2,2
10,552.26,1,0,150,2,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,NaN,NaN,1,NaN
10,525.79,1,0,150,2,1
10,NaN,0,0,-150,1,2
10,539.94,1,NaN,NaN,2,NaN
10,NaN,0,1,-600,1,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,1
10,476.47,1,0,-150,2,1
10,395.23,1,1,-150,2,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,-600,2,1
10,NaN,0,0,-600,1,2
10,NaN,0,0,450,1,2
10,NaN,0,0,-600,1,2
10,NaN,0,1,150,2,2
10,NaN,0,NaN,NaN,1,NaN
10,NaN,0,1,450,1,1
10,NaN,0,0,-150,1,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,450,2,1
10,440.4,1,0,-150,2,1
10,NaN,1,NaN,NaN,NaN,2
10,615.86,1,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,1
10,545.96,1,1,150,2,2
10,468.68,1,NaN,NaN,2,NaN
10,NaN,0,NaN,NaN,1,NaN
10,532.78,1,0,150,1,2
10,NaN,1,NaN,NaN,NaN,2
10,509.44,1,0,-600,2,1
10,NaN,0,0,150,2,1
10,NaN,0,0,450,1,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,-150,1,2
10,NaN,0,0,-150,2,1
10,NaN,0,NaN,NaN,1,NaN
10,NaN,0,1,150,1,1
10,NaN,1,NaN,NaN,NaN,1
10,639.27,1,1,150,2,2
10,532.94,1,1,450,1,1
10,636.82,1,0,450,2,1
10,580.84,1,0,450,2,1
10,NaN,1,NaN,NaN,NaN,2
10,745.2,1,1,450,2,2
10,NaN,1,NaN,NaN,NaN,1
10,683.96,1,1,-150,1,1
10,502.48,1,NaN,NaN,2,NaN
10,489.19,1,0,-600,2,1
10,744.7,1,0,150,1,2
10,NaN,0,1,-600,2,2
10,600.04,1,1,-150,1,1
10,NaN,0,0,-150,1,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,513.83,1,1,-150,2,2
10,NaN,0,0,450,1,2
10,545.95,1,0,150,2,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,0,-600,1,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,1,450,1,1
10,NaN,0,1,150,1,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,NaN,NaN,1,NaN
10,NaN,0,1,-600,1,1
10,667.88,1,NaN,NaN,2,NaN
10,492.44,1,0,-150,2,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,NaN
10,569.42,1,NaN,NaN,1,NaN
10,468.37,1,1,450,2,2
10,499.71,1,1,-600,2,2
10,455.51,1,1,-150,2,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,1
10,531.57,1,1,-600,1,1
10,534.7,1,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,2
10,656.88,1,0,-600,1,2
10,650.79,1,1,-150,1,1
10,NaN,1,NaN,NaN,NaN,2
10,416.35,1,1,-150,2,2
10,459.81,1,0,150,2,1
10,439.24,1,0,-600,2,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,1
10,2267.6,1,0,450,2,1
10,NaN,1,NaN,NaN,NaN,NaN
10,936.81,1,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,1
10,1235.7,1,0,-150,1,2
10,490.72,1,1,-150,2,2
10,444.71,1,1,-600,2,2
10,428.88,1,0,150,2,1
10,450.25,1,0,450,2,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,450,1,2
10,NaN,0,1,450,1,1
10,NaN,0,1,150,1,1
10,NaN,0,1,450,2,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,0,1,-150,1,1
10,453.92,1,1,450,2,2
10,NaN,0,0,450,1,2
10,NaN,0,NaN,NaN,1,NaN
10,529.28,1,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,2
10,448.15,1,0,-150,2,1
10,NaN,0,0,150,1,2
10,NaN,0,1,-600,1,1
10,589.6,1,NaN,NaN,2,NaN
10,399.77,1,0,-150,2,1
10,NaN,0,0,150,1,2
10,536.05,1,0,-600,2,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,1,450,1,1
10,NaN,1,NaN,NaN,NaN,2
10,564.17,1,NaN,NaN,2,NaN
10,473.72,1,1,-600,2,2
10,NaN,0,1,150,1,1
10,NaN,1,NaN,NaN,NaN,NaN
10,492.53,1,0,-150,1,2
10,559.99,1,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,0,-600,1,2
10,NaN,0,1,150,2,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,0,NaN,NaN,1,NaN
10,NaN,1,NaN,NaN,NaN,2
10,541.5,1,1,150,2,2
10,NaN,1,NaN,NaN,NaN,1
10,450.15,1,1,450,2,2
10,522.65,1,1,-600,2,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,0,150,1,2
10,567.73,1,1,-600,1,1
10,NaN,0,NaN,NaN,2,NaN
10,546.41,1,1,450,1,1
10,460.38,1,0,450,2,1
10,517.21,1,0,-150,1,2
10,584.67,1,1,-150,1,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,0,-600,1,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,NaN,NaN,2,NaN
10,632.53,1,0,-600,2,1
10,577.79,1,1,-600,2,2
10,616.42,1,0,-150,2,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,0,1,-150,1,1
10,NaN,0,NaN,NaN,1,NaN
10,NaN,0,0,450,1,2
10,NaN,0,0,150,2,1
10,NaN,1,NaN,NaN,NaN,1
10,510.85,1,1,450,2,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,-600,2,1
10,NaN,0,NaN,NaN,2,NaN
10,NaN,0,NaN,NaN,2,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,1,-600,1,1
10,NaN,1,NaN,NaN,NaN,1
10,NaN,0,0,-150,1,2
10,NaN,0,1,150,1,1
10,863.61,1,1,150,2,2
10,693.85,1,0,150,2,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,450,2,1
10,NaN,0,1,-150,2,2
10,742.57,1,0,-150,2,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,0,450,1,2
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,1,150,1,1
10,NaN,1,NaN,NaN,NaN,2
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,1
10,1063.1,1,0,150,1,2
10,990.76,1,NaN,NaN,1,NaN
10,NaN,0,NaN,NaN,1,NaN
10,501.01,1,1,-150,2,2
10,NaN,0,0,-600,1,2
10,NaN,0,NaN,NaN,1,NaN
10,598.75,1,1,450,1,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,1
10,NaN,1,NaN,NaN,NaN,NaN
10,NaN,1,NaN,NaN,NaN,2
10,NaN,0,1,150,2,2
11,546.8,1,NaN,NaN,1,NaN
11,NaN,1,NaN,NaN,NaN,NaN
11,670.46,1,0,-600,1,2
11,638.89,1,NaN,NaN,2,NaN
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,1
11,523.26,1,NaN,NaN,1,NaN
11,NaN,0,NaN,NaN,1,NaN
11,NaN,1,NaN,NaN,NaN,1
11,515.63,1,1,150,2,2
11,752.18,1,0,-600,2,1
11,633.25,1,1,150,1,1
11,767,1,0,450,1,2
11,625.79,1,0,450,2,1
11,699.13,1,1,450,2,2
11,NaN,1,NaN,NaN,NaN,NaN
11,450.28,1,0,450,2,1
11,1355.7,0,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,768.67,1,1,150,1,1
11,1592.4,1,0,450,1,2
11,829.19,1,0,-150,1,2
11,605.25,1,1,450,1,1
11,524.7,1,1,-600,1,1
11,514.06,1,1,-600,2,2
11,600.05,1,1,450,2,2
11,NaN,0,1,450,1,1
11,584.91,1,1,-600,2,2
11,612.51,1,1,-600,1,1
11,NaN,1,NaN,NaN,NaN,2
11,773.81,1,NaN,NaN,1,NaN
11,629.85,1,NaN,NaN,2,NaN
11,575.33,1,NaN,NaN,2,NaN
11,529.6,1,0,150,1,2
11,488.11,1,1,-150,1,1
11,NaN,1,NaN,NaN,NaN,NaN
11,540.35,1,0,150,2,1
11,NaN,0,NaN,NaN,2,NaN
11,464.41,1,0,-150,2,1
11,NaN,1,NaN,NaN,NaN,NaN
11,624.94,1,0,-150,1,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,1257,1,1,150,2,2
11,794.37,1,0,-600,1,2
11,531.81,1,0,150,2,1
11,415.14,1,1,-150,2,2
11,397.3,1,0,-150,2,1
11,449.57,1,0,-600,2,1
11,NaN,1,NaN,NaN,NaN,1
11,416.68,1,1,-150,1,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,1812.3,0,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,749.59,1,NaN,NaN,2,NaN
11,672.23,1,1,-600,2,2
11,NaN,0,1,-600,1,1
11,450.6,1,1,450,2,2
11,475.79,1,1,-150,2,2
11,549.75,1,0,-600,1,2
11,458.49,1,1,150,2,2
11,441.3,1,1,-150,1,1
11,1009.3,1,NaN,NaN,1,NaN
11,440.49,1,NaN,NaN,2,NaN
11,527.14,1,0,450,2,1
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,1
11,546.42,1,1,150,2,2
11,459.94,1,0,-600,2,1
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,427.64,1,0,-150,2,1
11,NaN,0,1,150,1,1
11,NaN,1,NaN,NaN,NaN,1
11,489.2,1,0,150,2,1
11,413.16,1,1,-150,2,2
11,1163.9,1,0,150,1,2
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,1
11,1153.1,1,NaN,NaN,1,NaN
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,0,1,-600,2,2
11,597.61,1,0,150,2,1
11,402.2,1,0,-150,1,2
11,NaN,1,NaN,NaN,NaN,2
11,668.64,1,NaN,NaN,1,NaN
11,518.85,1,0,-600,2,1
11,450.36,1,1,-150,1,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,0,0,-150,1,2
11,NaN,0,NaN,NaN,1,NaN
11,526.25,1,NaN,NaN,2,NaN
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,NaN
11,554.34,1,1,150,1,1
11,545.94,1,0,450,2,1
11,NaN,1,NaN,NaN,NaN,2
11,463.33,1,NaN,NaN,2,NaN
11,579.9,1,0,150,1,2
11,NaN,0,1,450,1,1
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,NaN
11,568.5,1,1,450,1,1
11,NaN,0,0,450,1,2
11,443.94,1,0,-150,2,1
11,NaN,0,0,-600,1,2
11,NaN,0,1,450,2,2
11,NaN,0,0,450,1,2
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,715.69,1,0,150,2,1
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,1,NaN,NaN,NaN,1
11,423.94,1,1,-600,2,2
11,1599.2,0,NaN,NaN,NaN,1
11,465.99,1,0,-150,1,2
11,NaN,1,NaN,NaN,NaN,1
11,463.41,1,0,-150,1,2
11,1069.7,1,0,450,1,2
11,531.07,1,1,450,2,2
11,NaN,0,NaN,NaN,1,NaN
11,NaN,1,NaN,NaN,NaN,1
11,473.17,1,0,150,2,1
11,NaN,0,NaN,NaN,1,NaN
11,594.64,1,0,150,1,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,0,1,150,1,1
11,NaN,1,NaN,NaN,NaN,1
11,665.65,1,1,-600,1,1
11,590.3,1,0,-600,2,1
11,553.8,1,0,-600,2,1
11,805.15,1,0,450,1,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,390.16,1,1,-150,2,2
11,NaN,0,1,150,2,2
11,NaN,0,0,-600,1,2
11,756.45,1,1,450,1,1
11,621.1,1,NaN,NaN,2,NaN
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,727.54,1,1,-600,1,1
11,NaN,1,NaN,NaN,NaN,1
11,532.21,1,0,-150,2,1
11,NaN,0,0,150,1,2
11,NaN,1,NaN,NaN,NaN,2
11,523.2,1,NaN,NaN,2,NaN
11,431.38,1,0,-150,2,1
11,NaN,0,1,450,1,1
11,1114.8,1,1,-150,1,1
11,NaN,1,NaN,NaN,NaN,2
11,412.92,1,1,-150,2,2
11,603.66,1,1,150,2,2
11,NaN,1,NaN,NaN,NaN,NaN
11,450.06,1,0,450,2,1
11,NaN,1,NaN,NaN,NaN,1
11,584.96,1,NaN,NaN,2,NaN
11,691.34,1,NaN,NaN,1,NaN
11,NaN,0,1,150,1,1
11,NaN,1,NaN,NaN,NaN,NaN
11,603.62,1,NaN,NaN,2,NaN
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,0,NaN,NaN,1,NaN
11,NaN,0,0,-600,1,2
11,NaN,0,1,-150,1,1
11,NaN,1,NaN,NaN,NaN,2
11,518.39,1,0,450,2,1
11,831.12,1,1,450,2,2
11,509.52,1,1,-600,2,2
11,580.58,1,0,150,1,2
11,NaN,1,NaN,NaN,NaN,2
11,548.13,1,0,150,2,1
11,617.51,1,1,-600,2,2
11,736.51,1,NaN,NaN,1,NaN
11,411.86,1,0,-600,2,1
11,603.74,1,NaN,NaN,2,NaN
11,NaN,1,NaN,NaN,NaN,1
11,486.77,1,1,150,1,1
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,0,NaN,NaN,1,NaN
11,571.53,1,NaN,NaN,2,NaN
11,643.49,1,0,450,1,2
11,NaN,1,NaN,NaN,NaN,1
11,403.87,1,1,-150,2,2
11,NaN,1,NaN,NaN,NaN,2
11,467.55,1,0,-150,1,2
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,718.1,1,0,150,1,2
11,NaN,0,1,-600,1,1
11,NaN,1,NaN,NaN,NaN,2
11,389.21,1,NaN,NaN,2,NaN
11,508.51,1,0,-150,1,2
11,NaN,1,NaN,NaN,NaN,1
11,1725.5,0,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,NaN
11,559.61,1,1,150,2,2
11,570.46,1,0,450,2,1
11,NaN,0,1,150,1,1
11,517.15,1,0,150,2,1
11,685.3,1,1,450,2,2
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,NaN
11,523.19,1,1,-600,2,2
11,NaN,0,1,450,1,1
11,499.69,1,1,-150,2,2
11,NaN,0,1,150,2,2
11,572.58,1,NaN,NaN,1,NaN
11,450.77,1,0,450,2,1
11,1230,1,1,450,2,2
11,582.12,1,0,-600,2,1
11,579.09,1,1,-150,1,1
11,NaN,0,1,450,1,1
11,445.71,1,0,-150,2,1
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,672.65,1,NaN,NaN,1,NaN
11,665.87,1,0,-600,1,2
11,NaN,1,NaN,NaN,NaN,2
11,562.81,1,0,-150,2,1
11,NaN,0,1,-150,1,1
11,822.76,1,1,-600,1,1
11,593.71,1,0,-600,1,2
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,0,NaN,NaN,2,NaN
11,NaN,0,0,450,1,2
11,848.33,1,1,450,1,1
11,389.75,1,0,-150,2,1
11,413.78,1,1,-150,2,2
11,454,1,1,-150,1,1
11,463.62,1,0,450,2,1
11,497.43,1,0,150,2,1
11,NaN,1,NaN,NaN,NaN,2
11,446.85,1,1,150,2,2
11,579.07,1,0,-600,2,1
11,566.29,1,0,150,2,1
11,450.25,1,0,450,1,2
11,NaN,1,NaN,NaN,NaN,2
11,539.3,1,1,150,1,1
11,762.2,1,0,-600,2,1
11,NaN,0,1,450,1,1
11,NaN,0,NaN,NaN,1,NaN
11,NaN,0,0,450,1,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,0,NaN,NaN,1,NaN
11,NaN,1,NaN,NaN,NaN,1
11,438.38,1,1,-150,2,2
11,630.67,1,0,-150,1,2
11,808.87,1,NaN,NaN,1,NaN
11,472.23,1,1,150,2,2
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,2
11,461.84,1,NaN,NaN,2,NaN
11,680.59,1,1,-600,1,1
11,NaN,0,1,150,1,1
11,445.99,1,0,-150,2,1
11,NaN,1,NaN,NaN,NaN,1
11,1698.7,0,NaN,NaN,NaN,1
11,450.03,1,1,450,2,2
11,632.26,1,1,-600,2,2
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,1,NaN,NaN,NaN,2
11,473.31,1,1,-150,1,1
11,548.82,1,0,450,2,1
11,544.86,1,1,-600,1,1
11,NaN,1,NaN,NaN,NaN,1
11,709.06,1,NaN,NaN,1,NaN
11,633.25,1,0,150,1,2
11,NaN,1,NaN,NaN,NaN,1
11,443.16,1,NaN,NaN,2,NaN
11,NaN,0,0,-600,1,2
11,720.63,1,0,-600,1,2
11,NaN,1,NaN,NaN,NaN,NaN
11,664.88,1,0,150,1,2
11,NaN,1,NaN,NaN,NaN,1
11,577.57,1,NaN,NaN,2,NaN
11,846.32,1,NaN,NaN,2,NaN
11,524.47,1,1,450,2,2
11,NaN,1,NaN,NaN,NaN,2
11,492.54,1,0,-150,1,2
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,NaN
11,522.86,1,1,-600,2,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,NaN
11,763.31,1,1,-150,2,2
11,766.66,1,0,-150,2,1
11,NaN,1,NaN,NaN,2,NaN
11,364.28,1,1,-150,2,2
11,NaN,1,NaN,NaN,NaN,2
11,1709.8,1,NaN,NaN,2,NaN
11,422.22,1,0,450,2,1
11,1099.2,1,1,450,2,2
11,526.58,1,0,450,1,2
11,NaN,0,1,450,2,2
11,460.71,1,1,150,2,2
11,NaN,0,0,150,1,2
11,NaN,1,NaN,NaN,NaN,2
11,753.06,1,NaN,NaN,1,NaN
11,637.63,1,0,150,2,1
11,482.49,1,1,-150,1,1
11,1185.2,0,NaN,NaN,NaN,1
11,434.86,1,0,-150,1,2
11,491.26,1,0,-600,2,1
11,NaN,0,0,450,1,2
11,513.38,1,1,150,1,1
11,NaN,1,NaN,NaN,NaN,NaN
11,513.04,1,0,-150,2,1
11,584.95,1,0,150,2,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,0,1,-600,1,1
11,NaN,0,0,-150,1,2
11,NaN,0,0,-600,1,2
11,523.45,1,NaN,NaN,2,NaN
11,1034.4,1,0,-600,1,2
11,2086.9,1,1,450,1,1
11,457.1,0,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,NaN
11,NaN,0,0,150,1,2
11,NaN,1,NaN,NaN,NaN,2
11,450.04,1,0,450,2,1
11,NaN,0,1,-600,1,1
11,504.54,1,0,-600,2,1
11,NaN,1,NaN,NaN,NaN,1
11,NaN,0,NaN,NaN,1,NaN
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,1
11,NaN,1,NaN,NaN,NaN,1
11,726.52,1,1,-600,2,2
11,NaN,1,NaN,NaN,NaN,NaN
11,483.36,1,NaN,NaN,2,NaN
11,NaN,1,NaN,NaN,NaN,2
11,NaN,1,NaN,NaN,NaN,NaN
11,518.69,1,1,150,2,2
11,NaN,0,1,-150,1,1
11,NaN,1,NaN,NaN,NaN,2
